Q.NO.,Q.Type,Date,Ministry,Member,Subject,links
2127,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kundariya,Shri Mohanbhai Kalyanji",Improvement in Nutrition Level,http://164.100.24.220/loksabhaquestions/annex/174/AU2127.pdf
2125,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kumar,Dr. Virendra",Track Child Portal,http://164.100.24.220/loksabhaquestions/annex/174/AU2125.pdf
2124,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Dubey,Shri Vijay Kumar,Tiwari,Shri Manoj Kumar,Tripura,Shri Rebati",One Stop Centre for Girls,http://164.100.24.220/loksabhaquestions/annex/174/AU2124.pdf
2121,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Chaudhary,Shri P.P.,Singh,Shri Dushyant",Violence Against Women,http://164.100.24.220/loksabhaquestions/annex/174/AU2121.pdf
2116,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Chidambaram,Shri Karti P.",Measures to check Child Marriages,http://164.100.24.220/loksabhaquestions/annex/174/AU2116.pdf
2115,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Jadhav,Dr. Umesh G.",Prohibition of Child Marriage,http://164.100.24.220/loksabhaquestions/annex/174/AU2115.pdf
2107,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Pathak,Smt. Riti",Policy for Prevention of Domesitc Violence Against Women,http://164.100.24.220/loksabhaquestions/annex/174/AU2107.pdf
2105,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Verma,Shri Rajesh",Swadhar Greh,http://164.100.24.220/loksabhaquestions/annex/174/AU2105.pdf
2103,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Bellana,Shri Chandra Sekhar",Task Force on Motherhood and Infancy,http://164.100.24.220/loksabhaquestions/annex/174/AU2103.pdf
2102,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kaswan,Shri Rahul",Misuse of Laws relating to Women,http://164.100.24.220/loksabhaquestions/annex/174/AU2102.pdf
2097,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Syed,Shri Imtiaz Jaleel ,Owaisi,Shri Asaduddin",Malnutrition in School Children,http://164.100.24.220/loksabhaquestions/annex/174/AU2097.pdf
2096,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Shukla,Shri Ravindra Shyamnarayan alias Ravi Kishan,Kushawaha,Shri Ravindra",Bhartiya Poshan Krishi Kosh,http://164.100.24.220/loksabhaquestions/annex/174/AU2096.pdf
2093,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Antony, Shri Anto",Nirbhaya Scheme,http://164.100.24.220/loksabhaquestions/annex/174/AU2093.pdf
2090,UNSTARRED ,23.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kishore,Shri Kaushal",Domestic Violence during COVID-19,http://164.100.24.220/loksabhaquestions/annex/174/AU2090.pdf
1150,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Velusamy,Shri P.","Juvenile Justice Act, 2000",http://164.100.24.220/loksabhaquestions/annex/174/AU1150.pdf
1149,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Solanki,Dr. (Prof.) Kirit Premjibhai",Commercial Sexual Exploitation,http://164.100.24.220/loksabhaquestions/annex/174/AU1149.pdf
1147,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Natarajan,Shri P.R.",New Nirbhaya Fund,http://164.100.24.220/loksabhaquestions/annex/174/AU1147.pdf
1133,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Shah,Smt. Mala Rajya Laxmi,Chandel,Kunwar Pushpendra Singh",Access to Nutritious Food,http://164.100.24.220/loksabhaquestions/annex/174/AU1133.pdf
1128,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Khaleque, Shri Abdul",Welfare Schemes for Women over 75 years,http://164.100.24.220/loksabhaquestions/annex/174/AU1128.pdf
1118,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Prathapan,Shri T.N.",Child Marriage,http://164.100.24.220/loksabhaquestions/annex/174/AU1118.pdf
1116,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kumar,Shri Vijay",Issues Faced by Anganwadi Kendras in Urban Areas,http://164.100.24.220/loksabhaquestions/annex/174/AU1116.pdf
1115,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Naik-Nimbalkar,Shri Ranjeetsinha Hindurao",Sexual Harassment of Women at Work Place,http://164.100.24.220/loksabhaquestions/annex/174/AU1115.pdf
1109,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Singh,Dr. Amar",Violence Against Women,http://164.100.24.220/loksabhaquestions/annex/174/AU1109.pdf
1094,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Singari,Dr. Sanjeev Kumar",NCPCR Funds for NGO,http://164.100.24.220/loksabhaquestions/annex/174/AU1094.pdf
1091,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Prakash,Adv. Adoor",Utilization of Nirbhaya fund,http://164.100.24.220/loksabhaquestions/annex/174/AU1091.pdf
1086,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Shri Feroze Varun",SoS Safety App for Women,http://164.100.24.220/loksabhaquestions/annex/174/AU1086.pdf
1065,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Chaudhary,Shri P.P.",Fastrack Investigation of Child Sex Abuse Cases,http://164.100.24.220/loksabhaquestions/annex/174/AU1065.pdf
1058,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Bisoyi,Smt. Pramila",Funding under ICDS/SNP,http://164.100.24.220/loksabhaquestions/annex/174/AU1058.pdf
1053,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Premachandran,Shri N.K.",Anganwadis and Child Care Centres,http://164.100.24.220/loksabhaquestions/annex/174/AU1053.pdf
1044,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Singh,Shri Parvesh Sahib",Poshan Abhiyan,http://164.100.24.220/loksabhaquestions/annex/174/AU1044.pdf
1042,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Basheer,Shri E. T. Mohammed",Bharatiya Poshan Anthem,http://164.100.24.220/loksabhaquestions/annex/174/AU1042.pdf
1040,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Sinha,Shri Jayant",Qualification of Anganwadi Workers,http://164.100.24.220/loksabhaquestions/annex/174/AU1040.pdf
1033,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Shewale,Shri Rahul Ramesh",Decline in Health Outreach Services due to COVID-19,http://164.100.24.220/loksabhaquestions/annex/174/AU1033.pdf
1029,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Rana,Smt Navneet Ravi",Protection for Women in Shelter Homes,http://164.100.24.220/loksabhaquestions/annex/174/AU1029.pdf
1027,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kishore,Shri Kaushal,Meena,Shri Arjunlal,Singh,Shri Sunil Kumar",Protection of Children from Sexual Abuse,http://164.100.24.220/loksabhaquestions/annex/174/AU1027.pdf
1025,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Jothimani,Ms. S.",Violence Against Women and Children,http://164.100.24.220/loksabhaquestions/annex/174/AU1025.pdf
1023,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kunwar, Danish Ali",Malnutrition in India,http://164.100.24.220/loksabhaquestions/annex/174/AU1023.pdf
1021,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kumari,Ms. Diya",Crimes Against Women,http://164.100.24.220/loksabhaquestions/annex/174/AU1021.pdf
1017,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Vanga,Smt. Geetha Viswanath,Reddy,Shri Kotha Prabhakar",NCW and Safety of Women,http://164.100.24.220/loksabhaquestions/annex/174/AU1017.pdf
1015,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Adhikari, Shri Sisir Kumar",Violence against Women and Children,http://164.100.24.220/loksabhaquestions/annex/174/AU1015.pdf
1005,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Rathva,Smt. Gitaben Vajesingbhai,Barla,Shri John,Singh,Shri Nayab",Bharatiya Poshan Krishi Kosh,http://164.100.24.220/loksabhaquestions/annex/174/AU1005.pdf
993,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Karandlaje,Km. Shobha",Reduction in Maternal Mortality Rate,http://164.100.24.220/loksabhaquestions/annex/174/AU993.pdf
989,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Baghel,Shri Vijay",Allocation of Funds for Chhattisgarh,http://164.100.24.220/loksabhaquestions/annex/174/AU989.pdf
982,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Firojiya,Shri Anil",Improvement of Nutrition Level,http://164.100.24.220/loksabhaquestions/annex/174/AU982.pdf
977,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Rawat,Shri Upendra Singh",Registration of Child Care Institutions,http://164.100.24.220/loksabhaquestions/annex/174/AU977.pdf
976,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Kumar,Dr. Virendra",Anganwadi Kendras,http://164.100.24.220/loksabhaquestions/annex/174/AU976.pdf
939,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Patel,Shri Devji Mansingram",Incidence of Child Sexual Abuse,http://164.100.24.220/loksabhaquestions/annex/174/AU939.pdf
936,UNSTARRED ,18.09.2020,WOMEN AND CHILD DEVELOPMENT,"Singh,Dr. Amar",Gender Based Violence,http://164.100.24.220/loksabhaquestions/annex/174/AU936.pdf
398,STARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Naik-Nimbalkar,Shri Ranjeetsinha Hindurao,Thakur,Shri Shantanu",SHe-Box,http://164.100.24.220/loksabhaquestions/annex/173/AS398.pdf
396,STARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Gupta,Shri Sudheer,Kirtikar,Shri Gajanan Chandrakant",International Women’s Day,http://164.100.24.220/loksabhaquestions/annex/173/AS396.pdf
394,STARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Chikhalikar,Shri Prataprao Govindrao Patil,Ramalingam,Shri S.",Policy on Domestic Violence,http://164.100.24.220/loksabhaquestions/annex/173/AS394.pdf
4592,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kashyap,Shri Dharmendra Kumar",Beti Bachao Beti Padhao,http://164.100.24.220/loksabhaquestions/annex/173/AU4592.pdf
4581,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Vasava,Shri Mansukhbhai Dhanjibhai",National Child Rights Protection Commission,http://164.100.24.220/loksabhaquestions/annex/173/AU4581.pdf
4578,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Raut,Shri Vinayak Bhaurao",Rented Anganwadi Centresin Maharashtra,http://164.100.24.220/loksabhaquestions/annex/173/AU4578.pdf
4562,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Shri Feroze Varun",Organically Grown Kitchen Gardens in Anganwadis,http://164.100.24.220/loksabhaquestions/annex/173/AU4562.pdf
4557,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Basavaraj,Shri Gangasandra Siddappa",Return of Adopted Children,http://164.100.24.220/loksabhaquestions/annex/173/AU4557.pdf
4555,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Mahant,Smt. Jyotsna Charandas",Women Entrepreneurship,http://164.100.24.220/loksabhaquestions/annex/173/AU4555.pdf
4553,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kumar,Dr. Virendra",Anganwadi Centres in Backward Areas,http://164.100.24.220/loksabhaquestions/annex/173/AU4553.pdf
4548,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Ravikumar,Shri D.",Free Sanitary Napkins for School Girls,http://164.100.24.220/loksabhaquestions/annex/173/AU4548.pdf
4547,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Joshi,Prof. Rita Bahuguna",Pradhan Mantri Mahila Shakti Kendra,http://164.100.24.220/loksabhaquestions/annex/173/AU4547.pdf
4534,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Sawant,Shri Arvind Ganpat",Schemes Implemented Through NGOs,http://164.100.24.220/loksabhaquestions/annex/173/AU4534.pdf
4526,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Hansdak,Shri Vijay Kumar",Child Marriages,http://164.100.24.220/loksabhaquestions/annex/173/AU4526.pdf
4511,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Vasava,Shri Mansukhbhai Dhanjibhai,Darbar,Shri Chhatar Singh",Exploitation of Anganwadi Workers and Helpers,http://164.100.24.220/loksabhaquestions/annex/173/AU4511.pdf
4507,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Karandlaje,Km. Shobha",PMMVY,http://164.100.24.220/loksabhaquestions/annex/173/AU4507.pdf
4493,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kodikunnil,Shri Suresh",Poshan on Wheels,http://164.100.24.220/loksabhaquestions/annex/173/AU4493.pdf
4485,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Ruhi,Ms. Nusrat Jahan","POCSO Act, 2012",http://164.100.24.220/loksabhaquestions/annex/173/AU4485.pdf
4480,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Shukla,Shri Ravindra Shyamnarayan alias Ravi Kishan",Marital Discord,http://164.100.24.220/loksabhaquestions/annex/173/AU4480.pdf
4479,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Bharat,Shri Margani",Poshan Abhiyaan,http://164.100.24.220/loksabhaquestions/annex/173/AU4479.pdf
4478,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Ram Mohan Naidu,Shri Kinjarapu",Mahila Police Volunteer Scheme,http://164.100.24.220/loksabhaquestions/annex/173/AU4478.pdf
4461,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Sarkar,Dr. Subhas,Patil,Shri Bheemrao Baswanthrao",National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/173/AU4461.pdf
4443,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Pala,Shri Vincent H,Sahu,Shri Chandra Sekhar,Munde,Dr. Pritam Gopinath",Scheme for Adolescent Girls,http://164.100.24.220/loksabhaquestions/annex/173/AU4443.pdf
4440,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Shri Rahul",Capacity Building for Anganwadi Workers,http://164.100.24.220/loksabhaquestions/annex/173/AU4440.pdf
4436,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Naik,Shri Raja Amareshwara,Majumdar,Dr. Sukanta,Roy,Dr. Jayanta Kumar,Singh Deo,Smt. Sangeeta Kumari,Singh,Shri Bhola,Sonkar,Shri Vinod Kumar",Central Adoption Resource Authority,http://164.100.24.220/loksabhaquestions/annex/173/AU4436.pdf
4435,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Reddy,Shri Midhun",Rashtriya Jan Sahyog AvamBal Vikas Sansthan Vibhag,http://164.100.24.220/loksabhaquestions/annex/173/AU4435.pdf
4429,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Jadhav,Shri Sanjay Haribhau",Awards to Anganwadi Workers,http://164.100.24.220/loksabhaquestions/annex/173/AU4429.pdf
4422,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Chudasama,Shri Rajeshbhai Naranbhai",Juvenile Homes,http://164.100.24.220/loksabhaquestions/annex/173/AU4422.pdf
4416,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Patel,Smt. Shardaben Anilbhai",Child Pornography Cases,http://164.100.24.220/loksabhaquestions/annex/173/AU4416.pdf
4412,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Tatkare,Shri Sunil Dattatray,Gavit,Dr. Heena Vijaykumar,Kumar,Shri Dhanush M,Selvam,Shri Ganesan,Pon,Shri Gautham Sigamani",National Creche Scheme,http://164.100.24.220/loksabhaquestions/annex/173/AU4412.pdf
4401,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Yadav,Shri Giridhari,Devi,Smt. Rama",Anganwadi Kendras in Bihar,http://164.100.24.220/loksabhaquestions/annex/173/AU4401.pdf
4386,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Murmu,Shri Khagen",Sakhi Centres,http://164.100.24.220/loksabhaquestions/annex/173/AU4386.pdf
4382,UNSTARRED ,20.03.2020,WOMEN AND CHILD DEVELOPMENT,"Vasanthakumar,Shri H.",Safety of Women in Public Transport,http://164.100.24.220/loksabhaquestions/annex/173/AU4382.pdf
281,STARRED Supp. Ques  ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Devi,Smt. Rama,Maadam,Smt. Poonamben Hematbhai",Health Problems among Women and Children,http://164.100.24.220/loksabhaquestions/annex/173/AS281.pdf
3442,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Murmu,Ms. Chandrani,Venkatesan,Shri S.",Rented Anganwadi Buildings,http://164.100.24.220/loksabhaquestions/annex/173/AU3442.pdf
3434,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Naik,Shri Raja Amareshwara,Majumdar,Dr. Sukanta,Roy,Dr. Jayanta Kumar,Singh Deo,Smt. Sangeeta Kumari,Singh,Shri Bhola,Sonkar,Shri Vinod Kumar",Central Social Welfare Board (CSWB),http://164.100.24.220/loksabhaquestions/annex/173/AU3434.pdf
3430,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Mandal,Shri Rampreet,Yadav,Shri Giridhari,Devi,Smt. Rama",Nutrition Resource Centres under National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/173/AU3430.pdf
3391,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Vasava,Shri Mansukhbhai Dhanjibhai,Darbar,Shri Chhatar Singh",Creches for Working Women,http://164.100.24.220/loksabhaquestions/annex/173/AU3391.pdf
3381,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Pawar,Dr. Bharti Pravin,Yadav,Shri Dinesh Chandra",Bharatiya Poshan Krishi Kosh,http://164.100.24.220/loksabhaquestions/annex/173/AU3381.pdf
3369,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Raja,Shri Andimuthu,Raghavan,Shri M. K.",Maternity Benefit Schemes under PMMVY,http://164.100.24.220/loksabhaquestions/annex/173/AU3369.pdf
3365,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kumar,Dr. Virendra",Track Child Portal,http://164.100.24.220/loksabhaquestions/annex/173/AU3365.pdf
3363,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Vichare,Shri Rajan Baburao",PMMVY,http://164.100.24.220/loksabhaquestions/annex/173/AU3363.pdf
3346,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Ram Mohan Naidu,Shri Kinjarapu",Electrification of Anganwadi Buildings,http://164.100.24.220/loksabhaquestions/annex/173/AU3346.pdf
3344,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Gandhi,Shri Rahul,Solanki,Dr. (Prof.) Kirit Premjibhai",National Creche Scheme,http://164.100.24.220/loksabhaquestions/annex/173/AU3344.pdf
3342,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kesineni,Shri Srinivas",Adopted Children,http://164.100.24.220/loksabhaquestions/annex/173/AU3342.pdf
3341,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Reddy,Shri Magunta Sreenivasulu,Chudasama,Shri Rajeshbhai Naranbhai",Juvenile Justice Act,http://164.100.24.220/loksabhaquestions/annex/173/AU3341.pdf
3336,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Thakur,Shri Gopal Jee",Old Age Homes,http://164.100.24.220/loksabhaquestions/annex/173/AU3336.pdf
3335,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Ulaka,Shri Saptagiri Sankar",POSHAN Abhiyan,http://164.100.24.220/loksabhaquestions/annex/173/AU3335.pdf
3334,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Muraleedharan,Shri K.",Aadhaar Based Payments under PMMVY,http://164.100.24.220/loksabhaquestions/annex/173/AU3334.pdf
3319,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Karunanidhi,Smt. Kanimozhi",Child Wasting Ratio,http://164.100.24.220/loksabhaquestions/annex/173/AU3319.pdf
3312,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Roy,Smt. Mala",Acid Attack Victims,http://164.100.24.220/loksabhaquestions/annex/173/AU3312.pdf
3306,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Pramanik,Shri Nisith",UJJWALA Scheme,http://164.100.24.220/loksabhaquestions/annex/173/AU3306.pdf
3304,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Thakur,Shri Shantanu,Bhabhor,Shri Jaswantsinh Sumanbhai,Patel,Shri Parbatbhai Savabhai,Rathva,Smt. Gitaben Vajesingbhai,Kachhadiya,Shri Naranbhai Bhikhabhai,Singh,Shri Pradeep Kumar",NARI Portal,http://164.100.24.220/loksabhaquestions/annex/173/AU3304.pdf
3300,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Sinha,Shri Jayant",Upgraded Anganwadi Centres,http://164.100.24.220/loksabhaquestions/annex/173/AU3300.pdf
3281,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Koli,Smt. Ranjeeta",Integrated Child Protection Scheme,http://164.100.24.220/loksabhaquestions/annex/173/AU3281.pdf
3278,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Baij,Shri Deepak",Social Schemes,http://164.100.24.220/loksabhaquestions/annex/173/AU3278.pdf
3262,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Shetty,Shri Gopal Chinayya",Remarriage of Widows,http://164.100.24.220/loksabhaquestions/annex/173/AU3262.pdf
3258,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Reddy,Shri Komati Reddy Venkat",Budgetary Allocations for Food Safety,http://164.100.24.220/loksabhaquestions/annex/173/AU3258.pdf
3250,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Dhanorkar,Shri Balubhau (Alias Suresh Narayan),K. Navas,Shri Kani",Regional Disparity in the Prevalence of Malnutrition,http://164.100.24.220/loksabhaquestions/annex/173/AU3250.pdf
3249,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Hembram,Shri Kunar,Sharma,Shri Jugal Kishore,Pathak,Smt. Riti,Dr. T. Sumathy (a) Thamizhachi Thangapandian",Strategy to Combat Malnutrition,http://164.100.24.220/loksabhaquestions/annex/173/AU3249.pdf
3241,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Pandey,Shri Ritesh","Protection of Children against Sexual Offences Act, 2012",http://164.100.24.220/loksabhaquestions/annex/173/AU3241.pdf
3233,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Bista,Shri Raju",Trafficked Children,http://164.100.24.220/loksabhaquestions/annex/173/AU3233.pdf
3231,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Dharambir Singh,Shri ,Singh,Shri Sunil Kumar,Patel,Shri Devji Mansingram,Bhoumik,Ms. Pratima",Adarsh Anganwadi Kendras,http://164.100.24.220/loksabhaquestions/annex/173/AU3231.pdf
3230,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Y,Shri Devendrappa,Venkatesan,Shri S.",Beti Bachao Beti Padhao Scheme,http://164.100.24.220/loksabhaquestions/annex/173/AU3230.pdf
3227,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Karandlaje,Km. Shobha",National Nutrition Mission,http://164.100.24.220/loksabhaquestions/annex/173/AU3227.pdf
3224,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Pawar,Dr. Bharti Pravin,Lokhande,Shri Sadashiv Kisan,Baghel,Shri Vijay,Sao,Shri Arun",Rashtriya Mahila Kosh,http://164.100.24.220/loksabhaquestions/annex/173/AU3224.pdf
3221,UNSTARRED ,13.03.2020,WOMEN AND CHILD DEVELOPMENT,"Bind,Shri Ramesh Chand",Global Hunger Index,http://164.100.24.220/loksabhaquestions/annex/173/AU3221.pdf
237,STARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Y,Shri Devendrappa,Pawar,Dr. Bharti Pravin",Schemes for Rural Women,http://164.100.24.220/loksabhaquestions/annex/173/AS237.pdf
231,STARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Bhabhor,Shri Jaswantsinh Sumanbhai,Kachhadiya,Shri Naranbhai Bhikhabhai",One Stop Centres,http://164.100.24.220/loksabhaquestions/annex/173/AS231.pdf
2757,UNSTARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kumar Pintu,Shri Sunil",Destitute Women and Children,http://164.100.24.220/loksabhaquestions/annex/173/AU2757.pdf
2755,UNSTARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Kamait,Shri Dileshwar",Status of Malnourishment,http://164.100.24.220/loksabhaquestions/annex/173/AU2755.pdf
2727,UNSTARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Nishad,Shri Ajay",Impact of NFSA on Malnutrition,http://164.100.24.220/loksabhaquestions/annex/173/AU2727.pdf
2723,UNSTARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Koli,Smt. Ranjeeta,Maadam,Smt. Poonamben Hematbhai",Financial Grant to NGOs,http://164.100.24.220/loksabhaquestions/annex/173/AU2723.pdf
2721,UNSTARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Banerjee,Shri Prasun",Adoption of Children with Special Needs,http://164.100.24.220/loksabhaquestions/annex/173/AU2721.pdf
2720,UNSTARRED ,06.03.2020,WOMEN AND CHILD DEVELOPMENT,"Bisen,Dr. Dhal Singh",Nirbhaya Fund,http://164.100.24.220/loksabhaquestions/annex/173/AU2720.pdf
